MATERIAL_ID,MATERIAL_NAME,MATERIAL_TYPE,MATERIAL_COLOR,PRICE_SQFT,SELL_DATE,SQFT_SOLD,SALES_TOTAL,EXPENSES,PROFIT,CUSTOMER,CITY_NAME,COUNTY_NAME,STATE,TYPE,TRIMESTRE
LX-M802-HM,HI-MACS,SOLID SURFACE,CALACATTA FIORE,64,10/8/2024,12.91987805,826.8721949,537.4669267,289.4052682,Monica Vargas,Fairfax,Fairfax,VA,Customer,2024Q4
MC-2X2HD9913SS,WILSONART,SOLID SURFACE,CALACATTA PERLATTO,60,10/8/2024,11.82980983,709.7885896,461.3625832,248.4260064,Lori Hopkins,Bethesda,Montgomery,MD,Customer,2024Q4
STGR808010,STONEMARK,GRANITE,CYGNUS,97.6,10/9/2024,70.30618518,6861.883674,4460.224388,2401.659286,Rebecca Murphy,Washington,District of Columbia,DC,Customer,2024Q4
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,10/9/2024,45.74927,3696.541016,2402.751661,1293.789356,Theresa Fuller,Falls Church,Falls Church,VA,Customer,2024Q4
LG-T002-HM,HI-MACS,SOLID SURFACE,COSMOS,60,10/9/2024,57.33304876,3439.982926,2235.988902,1203.994024,Billy Olsen,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR747006,STONEMARK,GRANITE,DELICATUS GOLD,74.7,10/9/2024,29.63682499,2213.870827,1439.016037,774.8547893,Tonya Cruz,Alexandria,Alexandria,VA,Customer,2024Q4
C956-RNA2UX,CORIAN,SOLID SURFACE,DUNE PRIMA,71,10/10/2024,62.0185114,4403.31431,2862.154301,1541.160008,Albert Cruz,Arlington,Arlington,VA,Customer,2024Q4
STGR747007,STONEMARK,GRANITE,DESERT BEACH,74.7,10/10/2024,44.49840229,3324.030651,2160.619923,1163.410728,Evan Chang,Falls Church,Falls Church,VA,Customer,2024Q4
LG-M501-HM,HI-MACS,SOLID SURFACE,EDESSA,60,10/10/2024,54.50178711,3270.107227,2125.569697,1144.537529,Timothy Hopkins,Alexandria,Alexandria,VA,Customer,2024Q4
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,10/10/2024,8.79718607,439.8593035,285.9085473,153.9507562,Janet Johnson,Washington,District of Columbia,DC,Customer,2024Q4
STGR808006,STONEMARK,GRANITE,ENCHANTED FOREST,80.8,10/11/2024,73.41820985,5932.191355,3855.924381,2076.266974,Bell Group,Falls Church,Falls Church,VA,Contractor,2024Q4
C956-RNA2EV,CORIAN,SOLID SURFACE,EVEREST,60,10/11/2024,49.71689633,2983.01378,1938.958957,1044.054823,Karen Williams,Falls Church,Falls Church,VA,Customer,2024Q4
LG-G127-HM,HI-MACS,SOLID SURFACE,EDISTO,50,10/11/2024,43.67454449,2183.727224,1419.422696,764.3045286,Ryan Ward DDS,Gaithersburg,Montgomery,MD,Customer,2024Q4
LG-G17-HM,HI-MACS,SOLID SURFACE,GRAY GRANITE,50,10/14/2024,75.74433921,3787.21696,2461.691024,1325.525936,Thomas Guerrero,Arlington,Arlington,VA,Customer,2024Q4
C930-05202H,CORIAN,SOLID SURFACE,GLACIER WHITE,50,10/14/2024,67.57908037,3378.954019,2196.320112,1182.633907,Bryan Howard,Rockville,Montgomery,MD,Customer,2024Q4
STGR539003,STONEMARK,GRANITE,GIALLO ORNAMENTAL,53.9,10/14/2024,56.44830424,3042.563598,1977.666339,1064.897259,Adam Wood,Arlington,Arlington,VA,Customer,2024Q4
LG-G103-HM,HI-MACS,SOLID SURFACE,GRAPHITE GRANITE,50,10/14/2024,52.47843687,2623.921843,1705.549198,918.3726452,Dr. Emily Figueroa DVM,Alexandria,Alexandria,VA,Customer,2024Q4
LG-VW01-HM,HI-MACS,SOLID SURFACE,GEMINI,60,10/14/2024,36.96454971,2217.872983,1441.617439,776.2555439,Joseph Boyd,Rockville,Montgomery,MD,Customer,2024Q4
MC-2X21573MG,WILSONART,SOLID SURFACE,FROSTY WHITE MIRAGE,50,10/14/2024,27.1083359,1355.416795,881.0209169,474.3958783,Todd Moses,Arlington,Arlington,VA,Customer,2024Q4
LG-W001-HM,HI-MACS,SOLID SURFACE,ICE QUEEN,60,10/15/2024,34.38291472,2062.974883,1340.933674,722.0412091,Mitchell Builders,Silver Spring,Montgomery,MD,Contractor,2024Q4
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,10/15/2024,35.28961313,2505.562532,1628.615646,876.9468862,Jeffrey Price,Alexandria,Alexandria,VA,Customer,2024Q4
STGR539005,STONEMARK,GRANITE,IBERIAN WHITE,53.9,10/15/2024,46.34288975,2497.881758,1623.623143,874.2586152,Brenda Bryant,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR539004,STONEMARK,GRANITE,GRAY WAVE,53.9,10/15/2024,14.27676538,769.5176541,500.1864752,269.3311789,Peter Baker,Alexandria,Alexandria,VA,Customer,2024Q4
MC-2X2HD9227SS,WILSONART,SOLID SURFACE,HIDDEN SPACE,50,10/15/2024,10.79645792,539.8228958,350.8848823,188.9380135,Nathaniel Henderson,Alexandria,Alexandria,VA,Customer,2024Q4
STGR808007,STONEMARK,GRANITE,LENNON,80.8,10/16/2024,19.67001665,1589.337345,1033.069274,556.2680708,Smith Construction,Arlington,Arlington,VA,Contractor,2024Q4
C930-15202LI,CORIAN,SOLID SURFACE,LIMESTONE PRIMA,71,10/16/2024,58.10087376,4125.162037,2681.355324,1443.806713,Joshua Fox,Rockville,Montgomery,MD,Customer,2024Q4
MC-2X29912SS,WILSONART,SOLID SURFACE,ICE STATUARIO,60,10/16/2024,64.27512729,3856.507638,2506.729964,1349.777673,James Kelly Jr.,Fairfax,Fairfax,VA,Customer,2024Q4
LG-G015-HM,HI-MACS,SOLID SURFACE,MIDNIGHT PEARL,50,10/16/2024,62.60724056,3130.362028,2034.735318,1095.62671,Brian Obrien,Rockville,Montgomery,MD,Customer,2024Q4
LG-L017-HM,HI-MACS,SOLID SURFACE,KAMET,60,10/16/2024,42.66419818,2559.851891,1663.903729,895.9481618,Jordan Stevens,Rockville,Montgomery,MD,Customer,2024Q4
C956-RNA2LN,CORIAN,SOLID SURFACE,LINEN,50,10/16/2024,29.20326066,1460.163033,949.1059715,511.0570616,Teresa Ross,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR747008,STONEMARK,GRANITE,KEMPTON PARK,74.7,10/16/2024,11.58037976,865.0543682,562.2853394,302.7690289,Janice Jones,Rockville,Montgomery,MD,Customer,2024Q4
C956-RNA2NX,CORIAN,SOLID SURFACE,NEUTRAL CONCRETE,60,10/17/2024,48.07652711,2884.591627,1874.984557,1009.607069,Alvarez Group,Arlington,Arlington,VA,Contractor,2024Q4
STGR747009,STONEMARK,GRANITE,MIRAGE WHITE,74.7,10/17/2024,65.26205136,4875.075237,3168.798904,1706.276333,Martin Construction,Arlington,Arlington,VA,Contractor,2024Q4
MC-2X29911SS,WILSONART,SOLID SURFACE,MONTE AMIATA,60,10/17/2024,60.66322565,3639.793539,2365.8658,1273.927739,Katelyn Webb,Gaithersburg,Montgomery,MD,Customer,2024Q4
LG-M603-HM,HI-MACS,SOLID SURFACE,PAVIA,60,10/17/2024,17.15688326,1029.412995,669.1184471,360.2945484,Michael Martin,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR747010,STONEMARK,GRANITE,PITAYA WHITE,74.7,10/18/2024,51.99083434,3883.715325,2524.414961,1359.300364,Shirley Torres,Bethesda,Montgomery,MD,Customer,2024Q4
STGR747011,STONEMARK,GRANITE,RIGEL WHITE,74.7,10/18/2024,40.72518437,3042.171273,1977.411327,1064.759945,Jeremiah Wright,Rockville,Montgomery,MD,Customer,2024Q4
C930-15202RC,CORIAN,SOLID SURFACE,RAIN CLOUD,71,10/18/2024,26.77872322,1901.289349,1235.838077,665.451272,Dr. Leah Edwards,Bethesda,Montgomery,MD,Customer,2024Q4
C930-15202MP,CORIAN,SOLID SURFACE,PLATINUM,71,10/18/2024,24.15429422,1714.95489,1114.720678,600.2342114,Kelly Santiago,Falls Church,Falls Church,VA,Customer,2024Q4
LG-G718-HM,HI-MACS,SOLID SURFACE,RIPE COTTON,50,10/21/2024,58.04914868,2902.457434,1886.597332,1015.860102,Hernandez Group,Bethesda,Montgomery,MD,Contractor,2024Q4
STGR639005,STONEMARK,GRANITE,SADDLEWHITE,63.9,10/21/2024,51.40809407,3284.977211,2135.235187,1149.742024,Aaron Williams,Bethesda,Montgomery,MD,Customer,2024Q4
STGR639006,STONEMARK,GRANITE,SALLINAS WHITE,63.9,10/22/2024,54.09497239,3456.668736,2246.834678,1209.834057,Victor Hamilton,Falls Church,Falls Church,VA,Customer,2024Q4
CHD904-1504TO,CORIAN,SOLID SURFACE,SAND STORM,71,10/22/2024,47.4999502,3372.496464,2192.122702,1180.373762,John Maxwell,Gaithersburg,Montgomery,MD,Customer,2024Q4
C930-15202MS,CORIAN,SOLID SURFACE,SAHARA,71,10/22/2024,32.20279302,2286.398304,1486.158898,800.2394065,Mark Fry,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR675001,STONEMARK,GRANITE,SF REAL,67.5,10/23/2024,73.32754051,4949.608984,3217.24584,1732.363145,Mitchell Builders,Silver Spring,Montgomery,MD,Contractor,2024Q4
 C930-15202S,CORIAN,SOLID SURFACE,SANDSTONE,60,10/23/2024,72.53657287,4352.194372,2828.926342,1523.26803,Stark Contracting,Gaithersburg,Montgomery,MD,Contractor,2024Q4
STGR747012,STONEMARK,GRANITE,SIBERIAN WHITE,74.7,10/23/2024,54.21709116,4050.01671,2632.510861,1417.505848,Gabriel Dodson,Gaithersburg,Montgomery,MD,Customer,2024Q4
C930-15202LT,CORIAN,SOLID SURFACE,SANDALWOOD,71,10/23/2024,55.11647503,3913.269727,2543.625322,1369.644404,Joann Powers,Alexandria,Alexandria,VA,Customer,2024Q4
C930-15202MV,CORIAN,SOLID SURFACE,SAVANNAH,71,10/23/2024,44.0713993,3129.06935,2033.895078,1095.174273,Alicia Phillips,Arlington,Arlington,VA,Customer,2024Q4
LG-W003-HM,HI-MACS,SOLID SURFACE,SHADOW CONCRETE,50,10/23/2024,33.33994111,1666.997055,1083.548086,583.4489694,Brittany Nielsen,Gaithersburg,Montgomery,MD,Customer,2024Q4
C956-RNA2SV,CORIAN,SOLID SURFACE,SILVER BIRCH,71,10/23/2024,17.31239321,1229.179918,798.9669465,430.2129712,Ralph Martinez,Fairfax,Fairfax,VA,Customer,2024Q4
STGR747013,STONEMARK,GRANITE,SUNSET CANYON,74.7,10/24/2024,65.26205136,4875.075237,3168.798904,1706.276333,Mueller Development,Gaithersburg,Montgomery,MD,Contractor,2024Q4
LX-L001-HM,HI-MACS,SOLID SURFACE,SUGARLOAF,60,10/24/2024,62.60724056,3756.434434,2441.682382,1314.752052,Sarah Dillon,Falls Church,Falls Church,VA,Customer,2024Q4
STGR539007,STONEMARK,GRANITE,ST. CECILLIA,53.9,10/24/2024,58.10087376,3131.637096,2035.564112,1096.072984,Barbara Mooney,Arlington,Arlington,VA,Customer,2024Q4
LG-VE01-HM,HI-MACS,SOLID SURFACE,TAMBORA,50,10/24/2024,60.66322565,3033.161282,1971.554834,1061.606449,Christopher Carroll,Arlington,Arlington,VA,Customer,2024Q4
STGR639007,STONEMARK,GRANITE,STEEL GREY,63.9,10/24/2024,29.20326066,1866.088356,1212.957432,653.1309247,Hannah Edwards,Washington,District of Columbia,DC,Customer,2024Q4
C956-RNA2SX,CORIAN,SOLID SURFACE,SMOKE DRIFT PRIMA,71,10/24/2024,19.67001665,1396.571182,907.7712682,488.7999137,Jeanette Keller,Arlington,Arlington,VA,Customer,2024Q4
STGR539006,STONEMARK,GRANITE,SILVER MIST,53.9,10/24/2024,11.58037976,624.1824692,405.718605,218.4638642,Tyrone Price,Washington,District of Columbia,DC,Customer,2024Q4
LG-GT913-HM,HI-MACS,SOLID SURFACE,VANILLA SUGAR,50,10/25/2024,40.72518437,2036.259219,1323.568492,712.6907265,Hernandez Group,Baltimore,Baltimore City,MD,Contractor,2024Q4
LG-M502-HM,HI-MACS,SOLID SURFACE,VATHI,60,10/25/2024,58.04914868,3482.948921,2263.916799,1219.032122,Amy Brown,Arlington,Arlington,VA,Customer,2024Q4
LG-M601-HM,HI-MACS,SOLID SURFACE,TORANO,60,10/25/2024,51.99083434,3119.45006,2027.642539,1091.807521,Adam Hancock,Silver Spring,Montgomery,MD,Customer,2024Q4
STGR576001,STONEMARK,GRANITE,WATERFALL,57.6,10/25/2024,54.09497239,3115.87041,2025.315766,1090.554643,Bailey Jackson,Falls Church,Falls Church,VA,Customer,2024Q4
LG-T001-HM,HI-MACS,SOLID SURFACE,VENUS,60,10/25/2024,51.40809407,3084.485644,2004.915669,1079.569975,Carla Gray,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-G50-HM,HI-MACS,SOLID SURFACE,TAPIOCA PEARL,50,10/25/2024,48.07652711,2403.826356,1562.487131,841.3392245,Katie Gray,Washington,District of Columbia,DC,Customer,2024Q4
MC-2X29237SS,WILSONART,SOLID SURFACE,WHISPER WHITE,54,10/25/2024,40.37476835,2180.237491,1417.154369,763.0831218,Danielle Sanchez,Rockville,Montgomery,MD,Customer,2024Q4
LG-GT918-HM,HI-MACS,SOLID SURFACE,VOLCANIC ICE,60,10/25/2024,32.20279302,1932.167581,1255.908928,676.2586534,Mrs. Kimberly Williams,Washington,District of Columbia,DC,Customer,2024Q4
STGR639008,STONEMARK,GRANITE,WHITE ANTICO,63.9,10/25/2024,23.21587183,1483.49421,964.2712365,519.2229735,Jasmine Smith,Alexandria,Alexandria,VA,Customer,2024Q4
STGR539009,STONEMARK,GRANITE,VALLE NEVADO,53.9,10/25/2024,26.77872322,1443.373181,938.192568,505.1806135,James Willis,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR539008,STONEMARK,GRANITE,UBATUBA,53.9,10/25/2024,24.15429422,1301.916459,846.2456981,455.6707605,Nichole White,Silver Spring,Montgomery,MD,Customer,2024Q4
STGR747014,STONEMARK,GRANITE,THUNDER WHITE,74.7,10/25/2024,17.15688326,1281.619179,833.0524666,448.5667128,Aaron Houston,Silver Spring,Montgomery,MD,Customer,2024Q4
STGR639010,STONEMARK,GRANITE,WHITE SPARKLE,63.9,10/28/2024,104.2222057,6659.798946,4328.869315,2330.929631,Alvarez Group,Falls Church,Falls Church,VA,Contractor,2024Q4
C930-15202TO,CORIAN,SOLID SURFACE,WITCH HAZEL,71,10/28/2024,91.54130225,6499.43246,4224.631099,2274.801361,Mora Development,Baltimore,Baltimore City,MD,Contractor,2024Q4
STGR808008,STONEMARK,GRANITE,WHITE SPRINGS,80.8,10/28/2024,111.6956341,9025.007238,5866.254705,3158.752533,Mueller Development,Bethesda,Montgomery,MD,Contractor,2024Q4
STGR576002,STONEMARK,GRANITE,WHITE FANTASY,57.6,10/28/2024,115.8861402,6675.041677,4338.77709,2336.264587,Robinson Contracting,Alexandria,Alexandria,VA,Contractor,2024Q4
C956-RNA2WQ,CORIAN,SOLID SURFACE,WHITE ONYX,71,10/28/2024,79.46886178,5642.289186,3667.487971,1974.801215,Carol Christensen,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR639009,STONEMARK,GRANITE,WHITE PEBBLE,63.9,10/28/2024,60.20266342,3846.950193,2500.517625,1346.432567,John Wright,Bethesda,Montgomery,MD,Customer,2024Q4
LG-G05-HM,HI-MACS,SOLID SURFACE,WHITE GRANITE,45,10/28/2024,85.18286596,3833.228968,2491.598829,1341.630139,Ronald Brown,Arlington,Arlington,VA,Customer,2024Q4
STGR747015,STONEMARK,GRANITE,YUKON WHITE,74.7,10/28/2024,32.34111646,2415.881399,1570.322909,845.5584897,Jason Lyons,Bethesda,Montgomery,MD,Customer,2024Q4
STGR808009,STONEMARK,GRANITE,ZERMATT,80.8,10/29/2024,24.30495733,1963.840553,1276.496359,687.3441934,Katie Foster DVM,Fairfax,Fairfax,VA,Customer,2024Q4
STGR808001,STONEMARK,GRANITE,ADONIS WHITE,80.8,11/1/2024,53.62196479,4332.654755,2816.225591,1516.429164,Hernandez Builders,Silver Spring,Montgomery,MD,Contractor,2024Q4
STGR747001,STONEMARK,GRANITE,ARABIAN NIGHTS,74.7,11/1/2024,64.20879231,4796.396786,3117.657911,1678.738875,Johnston Development,Silver Spring,Montgomery,MD,Contractor,2024Q4
MC-2X29253CM,WILSONART,SOLID SURFACE,ARCTIC DUNE,60,11/1/2024,72.32382486,4339.429492,2820.62917,1518.800322,Mccormick Construction,Silver Spring,Montgomery,MD,Contractor,2024Q4
STGR639001,STONEMARK,GRANITE,AMARELLO ORNAMENTAL,63.9,11/1/2024,63.92807765,4085.004162,2655.252705,1429.751457,Alicia Williams,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-S06-HM,HI-MACS,SOLID SURFACE,ARCTIC WHITE,50,11/1/2024,69.35088354,3467.544177,2253.903715,1213.640462,Laura Murphy,Baltimore,Baltimore City,MD,Customer,2024Q4
C956-RNA2HX,CORIAN,SOLID SURFACE,ASH CONCRETE,71,11/1/2024,46.76929612,3320.620024,2158.403016,1162.217008,Tammy Parker,Gaithersburg,Montgomery,MD,Customer,2024Q4
C930-15202MT,CORIAN,SOLID SURFACE,ANTARCTICA,60,11/1/2024,38.88258693,2332.955216,1516.42089,816.5343255,Brian Fox,Baltimore,Baltimore City,MD,Customer,2024Q4
C956-RNA2ARG,CORIAN,SOLID SURFACE,ARTISTA GRAY,60,11/1/2024,31.50715321,1890.429193,1228.778975,661.6502175,Karen Morrison MD,Rockville,Montgomery,MD,Customer,2024Q4
LG-M612-HM,HI-MACS,SOLID SURFACE,AURORA BISQUE,60,11/1/2024,30.98684835,1859.210901,1208.487086,650.7238154,Lisa Harding,Silver Spring,Montgomery,MD,Customer,2024Q4
STGR539001,STONEMARK,GRANITE,ALPINE VALLEY,53.9,11/1/2024,32.85207637,1770.726916,1150.972496,619.7544207,Andrew Mcmahon,Rockville,Montgomery,MD,Customer,2024Q4
LX-M701-HM,HI-MACS,SOLID SURFACE,AURORA ECRU,60,11/4/2024,67.98138628,4078.883177,2651.274065,1427.609112,Daniel Cooper,Washington,District of Columbia,DC,Customer,2024Q4
LX-M607-HM,HI-MACS,SOLID SURFACE,AURORA CREAM,60,11/4/2024,61.02589078,3661.553447,2380.00974,1281.543706,Ryan Rowe,Arlington,Arlington,VA,Customer,2024Q4
LG-M708-HM,HI-MACS,SOLID SURFACE,AURORA SABLE,60,11/4/2024,38.71951464,2323.170879,1510.061071,813.1098075,Jacob Hill,Gaithersburg,Montgomery,MD,Customer,2024Q4
LG-M707-HM,HI-MACS,SOLID SURFACE,AURORA MAGNOLIA,60,11/4/2024,32.58834166,1955.300499,1270.945325,684.3551748,Austin Davis,Gaithersburg,Montgomery,MD,Customer,2024Q4
LG-M611-HM,HI-MACS,SOLID SURFACE,AURORA CLOUD,60,11/4/2024,28.50564639,1710.338783,1111.720209,598.6185742,Alex Nash,Washington,District of Columbia,DC,Customer,2024Q4
LG-M614-HM,HI-MACS,SOLID SURFACE,AURORA UMBER,60,11/5/2024,63.74133157,3824.479894,2485.911931,1338.567963,Ms. Jessica Anderson DVM,Fairfax,Fairfax,VA,Customer,2024Q4
STGR639002,STONEMARK,GRANITE,BLACK MIST HONED,63.9,11/5/2024,55.26198859,3531.241071,2295.306696,1235.934375,Daniel Stewart,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR808002,STONEMARK,GRANITE,BLACK GALAXY,80.8,11/5/2024,42.56871987,3439.552565,2235.709167,1203.843398,Seth Smith,Arlington,Arlington,VA,Customer,2024Q4
STGR747002,STONEMARK,GRANITE,BIANCO ANTICO,74.7,11/5/2024,42.37804515,3165.639973,2057.665982,1107.97399,Carl Hoffman,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-G714-HM,HI-MACS,SOLID SURFACE,BIRCH BARK,60,11/5/2024,47.26891066,2836.13464,1843.487516,992.6471239,Jeffrey Nelson,Arlington,Arlington,VA,Customer,2024Q4
STGR747003,STONEMARK,GRANITE,BIANCO LUCRE,74.7,11/5/2024,21.43293653,1601.040359,1040.676233,560.3641256,Christina Dean,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR539002,STONEMARK,GRANITE,AZUL PLATINO,53.9,11/5/2024,21.18566404,1141.907292,742.2397398,399.6675522,Jennifer Bennett,Fairfax,Fairfax,VA,Customer,2024Q4
STGR808004,STONEMARK,GRANITE,CAROLINE SUMMER,80.8,11/6/2024,80.62605713,6514.585416,4234.480521,2280.104896,Jensen Development,Baltimore,Baltimore City,MD,Contractor,2024Q4
STGR808003,STONEMARK,GRANITE,BLUE PEARL,80.8,11/6/2024,71.23495306,5755.784208,3741.259735,2014.524473,Thompson Group,Alexandria,Alexandria,VA,Contractor,2024Q4
STGR747004,STONEMARK,GRANITE,BLUE DUNES,74.7,11/6/2024,56.19968963,4198.116815,2728.77593,1469.340885,Lori Chambers,Alexandria,Alexandria,VA,Customer,2024Q4
LX-M802-HM,HI-MACS,SOLID SURFACE,CALACATTA FIORE,64,11/6/2024,47.74243599,3055.515904,1986.085337,1069.430566,Richard Gregory,Falls Church,Falls Church,VA,Customer,2024Q4
C930-15202CN,CORIAN,SOLID SURFACE,CANYON,60,11/6/2024,47.44687055,2846.812233,1850.427951,996.3842816,Lauren Daniels,Arlington,Arlington,VA,Customer,2024Q4
MC-2X29909SS,WILSONART,SOLID SURFACE,CARRARA EMPORIO,60,11/6/2024,45.90766528,2754.459917,1790.398946,964.060971,Courtney Elliott,Bethesda,Montgomery,MD,Customer,2024Q4
STGR639003,STONEMARK,GRANITE,BLACK PEARL,63.9,11/6/2024,40.53544564,2590.214976,1683.639735,906.5752417,Brent Watkins,Silver Spring,Montgomery,MD,Customer,2024Q4
C956-RNA2CRC,CORIAN,SOLID SURFACE,CARRARA CREMA,71,11/6/2024,24.28101885,1723.952339,1120.56902,603.3833185,Cathy Livingston,Arlington,Arlington,VA,Customer,2024Q4
STGR747005,STONEMARK,GRANITE,BLUE DUNES CARESSED,74.7,11/6/2024,22.06678481,1648.388825,1071.452736,576.9360888,Dr. Jacob Jones MD,Alexandria,Alexandria,VA,Customer,2024Q4
MC-2X2HD9913SS,WILSONART,SOLID SURFACE,CALACATTA PERLATTO,60,11/6/2024,11.72142558,703.2855348,457.1355976,246.1499372,Patricia Rodgers,Alexandria,Alexandria,VA,Customer,2024Q4
C956-RNA2UX,CORIAN,SOLID SURFACE,DUNE PRIMA,71,11/7/2024,69.85849664,4959.953262,3223.96962,1735.983642,Brown Construction,Rockville,Montgomery,MD,Contractor,2024Q4
STGR808010,STONEMARK,GRANITE,CYGNUS,97.6,11/7/2024,82.60632524,8062.377343,5240.545273,2821.83207,Guzman Builders,Arlington,Arlington,VA,Contractor,2024Q4
C930-05202WN,CORIAN,SOLID SURFACE,DESIGNER WHITE,50,11/7/2024,87.29848728,4364.924364,2837.200837,1527.723527,Donald Phillips,Washington,District of Columbia,DC,Customer,2024Q4
STGR639004,STONEMARK,GRANITE,COFFEE BROWN,63.9,11/7/2024,59.58830567,3807.692733,2475.000276,1332.692456,Amy Newman,Bethesda,Montgomery,MD,Customer,2024Q4
LG-T002-HM,HI-MACS,SOLID SURFACE,COSMOS,60,11/7/2024,59.23243838,3553.946303,2310.065097,1243.881206,Angelica Harrison,Bethesda,Montgomery,MD,Customer,2024Q4
C956-RNA2CRL,CORIAN,SOLID SURFACE,CARRARA LINO,71,11/7/2024,43.55539931,3092.433351,2010.081678,1082.351673,Kevin Anthony,Rockville,Montgomery,MD,Customer,2024Q4
STGR747006,STONEMARK,GRANITE,DELICATUS GOLD,74.7,11/7/2024,34.69843182,2591.972857,1684.782357,907.1905,David Richardson,Washington,District of Columbia,DC,Customer,2024Q4
LG-M557-HM,HI-MACS,SOLID SURFACE,CLOUD CONCRETE,50,11/7/2024,31.40989831,1570.494916,1020.821695,549.6732205,Ashley Ferguson,Rockville,Montgomery,MD,Customer,2024Q4
STGR808005,STONEMARK,GRANITE,DELICATUS WHITE,80.8,11/7/2024,5.998499522,484.6787614,315.0411949,169.6375665,Christopher Warren,Bethesda,Montgomery,MD,Customer,2024Q4
STGR747007,STONEMARK,GRANITE,DESERT BEACH,74.7,11/7/2024,2.550784038,190.5435676,123.853319,66.69024867,Tiffany Hopkins,Arlington,Arlington,VA,Customer,2024Q4
C956-RNA2EV,CORIAN,SOLID SURFACE,EVEREST,60,11/8/2024,75.37664924,4522.598954,2939.68932,1582.909634,Rebecca Thompson DDS,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-G127-HM,HI-MACS,SOLID SURFACE,EDISTO,50,11/8/2024,67.58398339,3379.199169,2196.47946,1182.719709,Joseph Allen,Bethesda,Montgomery,MD,Customer,2024Q4
MC-2X21573MG,WILSONART,SOLID SURFACE,FROSTY WHITE MIRAGE,50,11/8/2024,49.72329335,2486.164667,1616.007034,870.1576336,Richard Williams,Washington,District of Columbia,DC,Customer,2024Q4
STGR808006,STONEMARK,GRANITE,ENCHANTED FOREST,80.8,11/8/2024,23.3405784,1885.918735,1225.847178,660.0715572,Tracey Marshall,Gaithersburg,Montgomery,MD,Customer,2024Q4
STGR539003,STONEMARK,GRANITE,GIALLO ORNAMENTAL,53.9,11/8/2024,23.6542683,1274.965061,828.7272899,446.2377715,Veronica Patel DVM,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-M501-HM,HI-MACS,SOLID SURFACE,EDESSA,60,11/8/2024,15.54371729,932.6230376,606.2049744,326.4180631,Michael Smith,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-VW01-HM,HI-MACS,SOLID SURFACE,GEMINI,60,11/8/2024,9.66782132,580.0692792,377.0450315,203.0242477,Sarah Romero,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR747008,STONEMARK,GRANITE,KEMPTON PARK,74.7,11/11/2024,60.1233034,4491.210764,2919.286997,1571.923767,Bonnie Alexander,Baltimore,Baltimore City,MD,Customer,2024Q4
MC-2X29912SS,WILSONART,SOLID SURFACE,ICE STATUARIO,60,11/11/2024,52.95304937,3177.182962,2065.168926,1112.014037,Joy Simmons,Baltimore,Baltimore City,MD,Customer,2024Q4
STGR539005,STONEMARK,GRANITE,IBERIAN WHITE,53.9,11/11/2024,55.81271771,3008.305485,1955.398565,1052.90692,Peter Richardson,Baltimore,Baltimore City,MD,Customer,2024Q4
LG-L017-HM,HI-MACS,SOLID SURFACE,KAMET,60,11/11/2024,47.70548786,2862.329271,1860.514026,1001.815245,Amy Colon,Alexandria,Alexandria,VA,Customer,2024Q4
MC-2X2HD9227SS,WILSONART,SOLID SURFACE,HIDDEN SPACE,50,11/11/2024,54.03020662,2701.510331,1755.981715,945.5286159,Jennifer Parks,Silver Spring,Montgomery,MD,Customer,2024Q4
C956-RNA2GQ,CORIAN,SOLID SURFACE,GRAY ONYX,71,11/11/2024,34.62793837,2458.583624,1598.079356,860.5042684,Adam Cochran,Arlington,Arlington,VA,Customer,2024Q4
LG-G17-HM,HI-MACS,SOLID SURFACE,GRAY GRANITE,50,11/11/2024,34.35410392,1717.705196,1116.508377,601.1968186,Hannah Martinez,Fairfax,Fairfax,VA,Customer,2024Q4
LG-G103-HM,HI-MACS,SOLID SURFACE,GRAPHITE GRANITE,50,11/11/2024,32.3141674,1615.70837,1050.21044,565.4979295,Jennifer Garrett,Bethesda,Montgomery,MD,Customer,2024Q4
C930-05202H,CORIAN,SOLID SURFACE,GLACIER WHITE,50,11/11/2024,20.13783229,1006.891614,654.4795494,352.412065,Heather Perry,Rockville,Montgomery,MD,Customer,2024Q4
STGR539004,STONEMARK,GRANITE,GRAY WAVE,53.9,11/11/2024,16.5005823,889.3813862,578.0979011,311.2834852,Jimmy Rogers,Washington,District of Columbia,DC,Customer,2024Q4
